group_,gen_sp,common,YearEndCDa,status,county_ori,WaterBody,Longitude,Latitude,Min_Temp,Max_Temp
Fishes,Oreochromis niloticus,Nile Tilapia,2004,locally established,Cook,Chicago Sanitary and Ship Canal,-87.7243,41.8258,14,33
Fishes,Oreochromis niloticus,Nile Tilapia,2004,locally established,Cook,Chicago Sanitary and Ship Canal,-87.7243,41.8258,14,33
Fishes,Oreochromis niloticus,Nile Tilapia,2004,locally established,Cook,Chicago Sanitary and Ship Canal,-87.7243,41.8258,14,33
Fishes,Oreochromis niloticus,Nile Tilapia,2004,locally established,Cook,Chicago Sanitary and Ship Canal,-87.7243,41.8258,14,33
Fishes,Oreochromis niloticus,Nile Tilapia,2005,locally established,Cook,Chicago Sanitary and Ship Canal,-87.7243,41.8258,14,33
Fishes,Oreochromis niloticus,Nile Tilapia,2005,locally established,Cook,Chicago Sanitary and Ship Canal,-87.7243,41.8258,14,33
Fishes,Oreochromis niloticus,Nile Tilapia,2005,locally established,Cook,Chicago Sanitary and Ship Canal,-87.7243,41.8258,14,33
Fishes,Oreochromis niloticus,Nile Tilapia,2005,locally established,Cook,Chicago Sanitary and Ship Canal,-87.7243,41.8258,14,33
Fishes,Oreochromis niloticus,Nile Tilapia,2004,collected,Cook,Bubbly Creek,-87.6598,41.8339,14,33
Fishes,Osmerus mordax,Rainbow Smelt,1982,NA,Cook,Lake Calumet,-87.58786578,41.67554236,0.15,15.6
Fishes,Osmerus mordax,Rainbow Smelt,1987,NA,Cook,Chicago River,-87.63755,41.88624,0.15,15.6
Fishes,Osmerus mordax,Rainbow Smelt,1987,NA,Cook,Chicago River,-87.61836915,41.8901648,0.15,15.6
Fishes,Petromyzon marinus,Sea Lamprey,1957,NA,DuPage,DuPage River,-88.03343313,41.88463241,,
Plants,Phalaris arundinacea,Reed Canarygrass,2007,NA,DuPage,NA,-88.0375,41.8109,,
Plants,Phalaris arundinacea,Reed Canarygrass,2000,NA,DuPage,NA,-88.0378,41.8136,,
Plants,Phalaris arundinacea,Reed Canarygrass,1978,NA,Cook,NA,-88.25301051,42.02311059,,
Plants,Phalaris arundinacea,Reed Canarygrass,1982,NA,Cook,NA,-87.87473371,42.05968183,,
Plants,Phalaris arundinacea,Reed Canarygrass,1982,NA,Cook,NA,-87.87473371,42.05968183,,
Plants,Phalaris arundinacea,Reed Canarygrass,1982,NA,Cook,NA,-87.87473371,42.05968183,,
Plants,Phalaris arundinacea,Reed Canarygrass,1982,NA,Cook,NA,-87.87473371,42.05968183,,
Plants,Phalaris arundinacea,Reed Canarygrass,1980,NA,Cook,NA,-87.89752986,42.13130015,,
Plants,Phalaris arundinacea,Reed Canarygrass,1977,NA,Lake,NA,-87.85672632,42.26157532,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,NA,Cook,NA,-87.7462,41.4849,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,NA,Cook,NA,-87.7423,41.5136,,
Plants,Phragmites australis australis,Common Reed ssp. Australis,2008,NA,Cook,NA,-87.7428,41.5447,,
Fishes,Piaractus brachypomus,"Pirapatinga, Red-Bellied Pacu",2005,failed,Lake,Bangs Lake,-88.13281455,42.26572476,,
Fishes,Poecilia latipinna,Sailfin Molly,1998,NA,Lake,Waukegan River,-87.83732,42.35956,,
Fishes,Poecilia latipinna,Sailfin Molly,1998,NA,Lake,Waukegan River,-87.83732,42.35956,,
Plants,Polygonum hydropiper,Marshpepper Knotweed,2005,NA,Cook,NA,-87.8813,42.11819,,
Plants,Polygonum hydropiper,Marshpepper Knotweed,2006,NA,Cook,NA,-87.78513,42.1522,,
Plants,Polygonum hydropiper,Marshpepper Knotweed,1989,NA,Lake,NA,-88.03382279,42.33494534,,
Plants,Polygonum hydropiper,Marshpepper Knotweed,2005,NA,Lake,Old Mill Creek,-87.94706,42.41782,,
Crustaceans,Procambarus clarkii,Red Swamp Crayfish,2010,collected,DuPage,Pond in Prospect Park,-87.959418,41.800527,,
Fishes,Pterygoplichthys x Pterygoplichthys disjunctivus x pardalis,Vermiculated Sailfin Catfish X Amazon Sailfin Catfish,2004,NA,Cook,North Branch Chicago River,-87.7043,41.9733,4,20
Plants,Puccinellia distans,Weeping Alkaligrass,1994,NA,Cook,NA,-87.6870822,41.62463341,,
Plants,Puccinellia distans,Weeping Alkaligrass,1997,NA,Cook,NA,-87.8460456,41.69613794,,
Plants,Puccinellia distans,Weeping Alkaligrass,2008,collected,Cook,NA,-87.767817,41.837649,,
Plants,Puccinellia distans,Weeping Alkaligrass,2008,collected,DuPage,NA,-88.063587,41.856029,,
Plants,Puccinellia distans,Weeping Alkaligrass,2007,NA,Lake,NA,-87.91116,42.16777,,
Plants,Puccinellia distans,Weeping Alkaligrass,2008,collected,Lake,NA,-87.983801,42.313322,,
Plants,Puccinellia distans,Weeping Alkaligrass,2005,NA,Lake,NA,-87.96292,42.4614,,
Mollusks,Radix auricularia,European Ear Snail,1901,unknown,Cook,NA,-87.635579,41.944362,10,36
Mollusks,Radix auricularia,European Ear Snail,1901,unknown,Cook,NA,-87.641909,41.949501,10,36
Mollusks,Radix auricularia,European Ear Snail,1901,unknown,Cook,NA,-87.641909,41.949501,10,36
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,Cook,NA,-87.767817,41.837649,-2,?
Plants,Rorippa sylvestris,Creeping Yellowcress,2008,collected,DuPage,NA,-88.063587,41.856029,-2,?
Plants,Rorippa sylvestris,Creeping Yellowcress,1888,NA,Cook,NA,-87.6833,42.0333,-2,?
Plants,Rorippa sylvestris,Creeping Yellowcress,1989,NA,Cook,NA,-87.75,42.1333,-2,?
Plants,Rorippa sylvestris,Creeping Yellowcress,2007,NA,Lake,NA,-87.91358,42.16706,-2,?
Fishes,Salmo trutta,Brown Trout,1999,NA,Cook,Calumet River,-87.57245,41.65893,18,24
Fishes,Salmo trutta,Brown Trout,1991,NA,Cook,Chicago River,-87.6368003,41.87571347,18,24
Fishes,Salmo trutta,Brown Trout,1991,NA,Cook,North Shore Channel,-87.68512,42.07541,18,24
Fishes,Salmo trutta,Brown Trout,1999,NA,Lake,trib. Lake Michigan,-87.83592,42.30929,18,24
Fishes,Salmo trutta,Brown Trout,1997,NA,Lake,Waukegan River,-87.83732,42.35956,18,24
Fishes,Scardinius erythrophthalmus,Rudd,1990,collected,Cook,Coon Creek,-87.767817,41.837649,2,22
Fishes,Scardinius erythrophthalmus,Rudd,1988,NA,Lake,Fox River,-88.176441,42.223433,2,22
Fishes,Scardinius erythrophthalmus,Rudd,1988,collected,Lake,NA,-88.132324,42.322001,2,22
Fishes,Scardinius erythrophthalmus,Rudd,1988,NA,Lake,NA,-88.034005,42.343542,2,22
Fishes,Scardinius erythrophthalmus,Rudd,1988,NA,Lake,Avon-fremont Ditch,-88.03336261,42.34427597,2,22
Fishes,Tinca tinca,Tench,1891,failed,Cook,Des Plaines River,-87.880089,42.033787,,
Plants,Typha angustifolia,Narrowleaf Cattail,2007,NA,DuPage,NA,-88.0376,41.8106,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,2000,NA,DuPage,Etter Marsh,-88.0524,41.8113,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,1997,NA,DuPage,Hidden Lake,-88.0558,41.8265,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,1950,NA,Cook,NA,-87.85,41.8333,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,1993,NA,DuPage,NA,-88.0833,41.8333,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,1997,NA,DuPage,NA,-88.0833,41.8333,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,Cook,NA,-87.767817,41.837649,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,DuPage,NA,-88.063587,41.856029,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,1956,NA,Cook,NA,-87.7667,42.0333,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,2006,NA,Cook,NA,-87.99066,42.04304,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,2008,collected,Lake,NA,-87.983801,42.313322,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,1978,NA,Lake,Turner Lake,-88.18888522,42.4519736,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,1932,NA,Lake,Lake Marie,-88.1364777,42.465375,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,1938,NA,Lake,Fourth Lake,-88.033177,42.3914833,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,1971,NA,DuPage,Meadow Lake,-88.0523305,41.8284056,-23,24
Plants,Typha angustifolia,Narrowleaf Cattail,NA,NA,Lake,Fourth Lake,-88.033177,42.3914833,-23,24
